event_id,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor_1,assoc_actor1,inter1,actor2,assoc_actor2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SOM55373,09-February-2026,2026,1,Political violence,Violence against civilians,Attack,Unidentified Clan Militia (Somalia),,4,Civilians (Somalia),Unidentified Clan Group (Somalia),7,47,Civilian targeting,706,Eastern Africa,Somalia,Lower Shabelle,Wanla Weyn,,Wanla Weyne,2.6195,44.8936,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 9 February 2026, unidentified clan shot and killed a civilian from another clan on the outskirts of Wanla Weyne town (Wanla Weyne, Lower Shabelle). The killing is believed to be linked to clan retaliation between two clans.",1,,1774318961
SOM55374,10-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Special Forces,Military Forces of Somalia (2022-) Jubaland Security Force; Unidentified Military Forces,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Araara,0.0263,42.6829,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, government security forces (Danab) and Jubaland security forces clashed with Al Shabaab in Araara village (Jamaame, Lower Juba). The operation was supported by an airstrike from international forces (coded as Unidentified Military Forces) in Araara, Maanbile, Bangeeni, Kobon, and Xabaalaha Carab-Shaleeti (coded separately). The forces destroyed five vehicles, including four Land Cruisers, one Toyota Ace, and two boats. 70 Al Shabaab fighters were killed, with many others sustaining serious injuries. 70 fatalities split across 5 events and coded as 14 for this event.",14,,1774318961
SOM55375,10-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Special Forces,Military Forces of Somalia (2022-) Jubaland Security Force; Unidentified Military Forces,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Bangeeni,0.05,42.7167,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, government security forces (Danab) and Jubaland security forces clashed with Al Shabaab in Bangeeni village (Jamaame, Lower Juba). The operation was supported by an airstrike from international forces (coded as Unidentified Military Forces) in Bangeeni, Maanbile, Araara, Kobon, and Xabaalaha Carab-Shaleeti (coded separately). The forces destroyed five vehicles, including four Land Cruisers, one Toyota Ace, and two boats. 70 Al Shabaab fighters were killed, with many others sustaining serious injuries. 70 fatalities split across 5 events and coded as 14 for this event.",14,,1774318961
SOM55376,10-February-2026,2026,1,Political violence,Battles,Armed clash,Al Shabaab,,2,AUSSOM: Africa Union Support and Stabilisation Mission in Somalia (2025-) (Uganda),,8,28,,706,Eastern Africa,Somalia,Lower Shabelle,Afgooye,,Bariirre,2.0476,44.8975,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, Al Shabaab clashed with an AUSSOM UPDF convoy near Bariirre village (Afgooye, Lower Shabelle). Al Shabaab claimed to have killed 5 soldiers.",5,,1774318961
SOM55377,10-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Special Forces,Military Forces of Somalia (2022-) Jubaland Security Force; Unidentified Military Forces,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Barwaaqo Weyn,0.06,42.7399,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, government security forces (Danab) and Jubaland security forces clashed with Al Shabaab in Xabaalaha Carab-Shaleeti area near Barwaaqo Weyn village (Jamaame, Lower Juba). The operation was supported by an airstrike from international forces (coded as Unidentified Military Forces) in Xabaalaha Carab-Shaleeti area, Maanbile, Bangeeni, Kobon and Araara (coded separately). The forces destroyed five vehicles, including four Land Cruisers, one Toyota Ace, and two boats. 70 Al Shabaab fighters were killed, with many others sustaining serious injuries. 70 fatalities split across 5 events and coded as 14 for this event.",14,,1774318961
SOM55378,10-February-2026,2026,1,Strategic developments,Strategic developments,Looting/property destruction,Al Shabaab,,2,Civilians (Somalia),Labor Group (Somalia),7,27,,706,Eastern Africa,Somalia,Hiraan,Belet Weyne,,Belet Weyne,4.736,45.2043,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"Looting: On 10 February 2026, suspected Al Shabaab wearing masks looted business truck drivers transporting construction materials, including gravel, from the eastern outskirts of Belet Weyne town (Belet Weyne, Hiraan). The assailants established illegal snap checkpoints along a secondary road and robbed all drivers using that route, stealing mobile phones.",0,,1774318961
SOM55379,10-February-2026,2026,1,Strategic developments,Strategic developments,Change to group/activity,Military Forces of Somaliland (2024-),,1,,,0,10,,706,Eastern Africa,Somalia,Awdal,Borama,,Borama,9.9387,43.1839,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"Movement of forces: On 10 February 2026, Somaliland security forces were deployed in Abud-Qadiir village in Borama town (Borama, Awdal) amid renewed tension between fighting clans in the region.",0,,1774318961
SOM55380,10-February-2026,2026,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Military Forces of Somalia (2022-) Special Forces,Military Forces of Somalia (2022-) Jubaland Security Force,1,12,,706,Eastern Africa,Somalia,Lower Juba,Kismaayo,,Buulo Gaduud,-0.074,42.5719,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, Al Shabaab clashed with government security forces (Danab) and Jubaland security forces convoy between Bar-Sanguun and Buulo Gaduud (Kismaayo, Lower Juba). 2 Jubaland soldiers were killed, and an unknown number were injured. Al Shabaab claimed to have killed 32 soldiers. Fatalities coded as 34.",34,,1774318961
SOM55381,10-February-2026,2026,1,Political violence,Violence against civilians,Attack,Isaaq-Habar Jeclo-Basanbuur Sub-Clan Militia (Somalia),,4,Civilians (Somalia),Isaaq-Habar Jeclo-Ahmed Farah Sub-Clan Group (Somalia),7,47,Civilian targeting,706,Eastern Africa,Somalia,Sanaag,Ceerigaabo,,Ceerigaabo,10.6218,47.3681,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, Isaaq-Habar Jeclo-Basanbuur sub-clan militia shot and killed a civilian from the Isaaq-Habar Jeclo-Ahmed Farah sub-clan in Ceerigaabo town (Ceerigaabo, Sanaag). The motive was due to dispute related to the gold business.",1,,1774318961
SOM55382,10-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-),,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Shabelle,Qoryooley,,Haduuman,1.7632,44.5644,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, government security forces (SNA) clashed with Al Shabaab in Haduuman village (Qoryooley, Lower Shabelle). There were no casualties.",0,,1774318961
SOM55383,10-February-2026,2026,1,Political violence,Battles,Armed clash,Al Shabaab,,2,Military Forces of Somalia (2022-),,1,12,,706,Eastern Africa,Somalia,Bakool,Xudur,,Hudur,4.1237,43.8915,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, Al Shabaab ambushed government soldiers (SNA) traveling on a motorcycle in the vicinity of Qurac Joome area near Hudur town (Xudur, Bakool). 1 soldier was injured.",0,,1774318961
SOM55384,10-February-2026,2026,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of the United States (2025-),Military Forces of Somalia (2022-),8,Al Shabaab,,2,28,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Jamaame,0.0692,42.7382,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, US forces and government security forces (SNA) launched an airstrike against Al Shabaab position in the vicinity of Jamaame town (Jamaame, Lower Juba). Casualties unknown.",0,,1774318961
SOM55385,10-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Special Forces,Military Forces of Somalia (2022-) Jubaland Security Force,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Jamaame,0.0692,42.7382,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, government security forces (Danab) and Jubaland security forces clashed with Al Shabaab in Maanbile village near Jamaame town (Jamaame, Lower Juba). 14 militants were killed.",14,,1774318961
SOM55386,10-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Special Forces,Military Forces of Somalia (2022-) Jubaland Security Force; Unidentified Military Forces,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Kobon,0.0356,42.7091,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, government security forces (Danab) and Jubaland security forces clashed with Al Shabaab in Kobon village (Jamaame, Lower Juba). The operation was supported by an airstrike from international forces (coded as Unidentified Military Forces) in Kobon, Maanbile, Bangeeni, Araara and Xabaalaha Carab-Shaleeti (coded separately). The forces destroyed five vehicles, including four Land Cruisers, one Toyota Ace, and two boats. 70 Al Shabaab fighters were killed, with many others sustaining serious injuries. 70 fatalities split across 5 events and coded as 14 for this event.",14,,1774318961
SOM55387,10-February-2026,2026,1,Political violence,Battles,Armed clash,Darod-Marehan-Reer-Aw Hassan Sub-Clan Militia (Somalia),,4,Rahanweyn-Mirifle-Maalim Weyne Sub-Clan Militia (Somalia),,4,44,,706,Eastern Africa,Somalia,Gedo,Luuq,,Luuq,3.8,42.5446,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, two local clan militias (likely the Darod Marehan Reer Aw Hassan sub-clan militia and the Rahanweyn Moalim Weyne sub-clan militia, due to similar incidents involving the groups) clashed on the outskirts of Luuq town (Luuq, Gedo). There were no casualties.",0,,1774318961
SOM55388,10-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Special Forces,Military Forces of Somalia (2022-) Jubaland Security Force,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Malayle,-0.0016,42.6609,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, government security forces (Danab) and Jubaland security forces clashed with AL Shabaab in Malayle village (Jamaame, Lower Juba). An unknown number of Al Shabaab and SNA soldiers were killed and wounded. Unspecified number of fatalities coded as 3.",3,,1774318961
SOM55389,10-February-2026,2026,1,Political violence,Battles,Armed clash,Al Shabaab,,2,Military Forces of Somalia (2022-) National Intelligence and Security Agency,,1,12,,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Garasbaaley,2.0611,45.2589,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, overnight, Al Shabaab clashed with government soldiers (NISA) guarding the residence of a senior official at the Foorilow junction road neighborhood in Mogadishu - Garasbaaley (Banadir), after the militants threw a hand grenade. Al Shabaab claimed to have injured 4 soldiers.",0,,1774318961
SOM55390,10-February-2026,2026,1,Political violence,Violence against civilians,Attack,Military Forces of Somalia (2022-) Puntland Dervish Force,,1,Civilians (Somalia),,7,17,Civilian targeting,706,Eastern Africa,Somalia,Bari,Caluula,,Murcaayo,11.6922,50.4571,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, unidentified gunmen wearing Puntland military uniform (coded as Puntland Dervish Force) shot and injured 2 civilian in Murcaayo village (Caluula, Bari). The gunmen attempted to loot bag. The 2 civilians were hospitalized.",0,,1774318961
SOM55391,10-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Puntland Dervish Force,,1,Islamic State Somalia Province,,2,12,,706,Eastern Africa,Somalia,Bari,Qandala,,Qandala,11.471,49.8726,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, Puntland Dervish Force clashed with Islamic State Somalia Province in Walinsoor village near Qandala town (Qandala, Bari). Around 15 fighters were killed.",15,,1774318961
SOM55392,10-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-),,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Shabelle,Qoryooley,,Qoryooley,1.7878,44.53,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, government security forces (SNA) clashed with Al Shabaab in Gaawarow village, near Qoryooley town (Qoryooley, Lower Shabelle). There were no casualties.",0,,1774318961
SOM55393,10-February-2026,2026,1,Political violence,Violence against civilians,Attack,Darod-Majeerteen-Abdalla Ibrahim Sub-Clan Militia (Somalia),,4,Civilians (Somalia),Darod-Leelkayse Fiqi Ismail Sub-Clan Group (Somalia),7,47,Civilian targeting,706,Eastern Africa,Somalia,Mudug,Gaalkacyo,,Roox,7.2105,47.4313,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, Darod-Majeerteen-Abdalla Ibrahim sub-clan militia shot and killed a prominent clan elder from the Darod-Leelkayse Fiqi Ismail sub-clan in Roox village (Gaalkacyo, Mudug). The motive was due to clan revenge.",1,,1774318961
SOM55394,10-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Puntland Dervish Force,,1,Islamic State Somalia Province,,2,12,,706,Eastern Africa,Somalia,Bari,Qandala,,Talal,10.9921,50.0566,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, Puntland Dervish Force clashed with Islamic State Somalia Province near Talal village (Qandala, Bari). Several fighters were killed. An unspecified number of fatalities coded as 3.",3,,1774318961
SOM55395,10-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-),Hawiye-Hawadle Sub-Clan Militia (Somalia),1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Hiraan,Belet Weyne,,Waabweyn,4.6865,45.5903,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 10 February 2026, government security forces (SNA) and Hawiye-Hawadle sub-clan militia clashed with Al Shabaab convoy near Waabweyn village (Belet Weyne, Hiraan). The forces destroyed Al Shabaab water tanker. 6 militants were killed.",6,,1774318961
SOM55396,11-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Special Forces,Military Forces of Somalia (2022-) Jubaland Security Force,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Araara,0.0263,42.6829,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, government security forces (Danab) and Jubaland security forces clashed with Al Shabaab near Araara village (Jamaame, Lower Juba). Casualties unknown.",0,,1774318961
SOM55397,11-February-2026,2026,1,Strategic developments,Strategic developments,Agreement,Dir-Issa Sub-Clan Militia (Somalia),,4,Dir-Gadabuursi Sub-Clan Militia (Somalia),,4,44,,706,Eastern Africa,Somalia,Awdal,Baki,,Baki,9.8921,43.3853,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, Dir-Gadabuursi Bahabarmuse Sub-Clan Militia and Dir-Issa Mamasaan Sub-Clan Militia held talks in Damasha village near Baki (Baki, Awdal). No agreement was reached. Clan militias were still regrouping in the village.",0,,1774318961
SOM55398,11-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Special Forces,Military Forces of Somalia (2022-) Jubaland Security Force,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Bangeeni,0.05,42.7167,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, government security forces (Danab) and Jubaland security forces clashed with Al Shabaab near Bangeeni village (Jamaame, Lower Juba). Casualties unknown.",0,,1774318961
SOM55399,11-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Special Forces,Military Forces of Somalia (2022-) Jubaland Security Force,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Bar-Sanguun,-0.0416,42.5945,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, government security forces (Danab) and Jubaland security forces clashed with Al Shabaab near Bar-Sanguun village (Jamaame, Lower Juba). Casualties unknown.",0,,1774318961
SOM55400,11-February-2026,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Somalia),,6,,,0,60,,706,Eastern Africa,Somalia,Woqooyi Galbeed,Berbera,,Berbera,10.4396,45.0143,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, residents protested in Berbera town (Berbera, Woqooyi Galbeed) due to high electricity tariffs and lower power voltage.",0,crowd size=no report,1774318961
SOM55401,11-February-2026,2026,1,Strategic developments,Strategic developments,Change to group/activity,Al Shabaab,,2,,,0,20,,706,Eastern Africa,Somalia,Lower Juba,Afmadow,,Dhobley,0.4063,41.0124,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"Movement of forces: On 11 February 2026, Al Shabaab traveling in a convoy of five vehicles (three Toyota Succeed and two Toyota Prado) were observed in the vicinity of Kombolosh village near Dhobley town (Afmadow, Lower Juba).",0,,1774318961
SOM55402,11-February-2026,2026,1,Strategic developments,Strategic developments,Agreement,Dir-Gadabuursi Bahabarmuse Sub-Clan Militia (Somalia),,4,Dir-Issa Mamasaan Sub-Clan Militia (Somalia),,4,44,,706,Eastern Africa,Somalia,Awdal,Lughaye,,Geerisa,10.6035,43.4336,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, Dir-Gadabuursi Bahabarmuse Sub-Clan Militia and Dir-Issa Mamasaan Sub-Clan Militia held talks in Geerisa village (Lughaye, Awdal). No agreement was reached. Clan militias were still regrouping in the village.",0,,1774318961
SOM55403,11-February-2026,2026,1,Strategic developments,Strategic developments,Agreement,Dir-Issa Sub-Clan Militia (Somalia),,4,Dir-Gadabuursi Sub-Clan Militia (Somalia),,4,44,,706,Eastern Africa,Somalia,Awdal,Zeylac,,Harirad,10.5667,42.9667,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, Dir-Gadabuursi Bahabarmuse Sub-Clan Militia and Dir-Issa Mamasaan Sub-Clan Militia held talks in Harirad village (Zeylac, Awdal). No agreement was reached. Clan militias were still regrouping in the village.",0,,1774318961
SOM55404,11-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Special Forces,Military Forces of Somalia (2022-) Jubaland Security Force; Unidentified Military Forces,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Jamaame,0.0692,42.7382,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, government security forces (Danab) and Jubaland security forces clashed with Al Shabaab in Maanbile village near Jamaame town (Jamaame, Lower Juba), Araara, Bangeeni, Kobon, and Xabaalaha Carab-Shaleeti (coded separately). The operation was supported by an airstrike from international forces (coded as Unidentified Military Forces). The forces destroyed five vehicles, including four Land Cruisers, one Toyota Ace, and two boats. 9 soldiers were killed and 15 others were injured. 70 AS fighters were killed, with many others sustaining serious injuries. 70 fatalities split across 5 events and coded as 23 for this event. Fatalities coded as 23 (14 militants and 9 soldiers).",23,,1774318961
SOM55405,11-February-2026,2026,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Al Shabaab,,2,Military Forces of Somalia (2022-),Civilians (Somalia),1,12,,706,Eastern Africa,Somalia,Middle Shabelle,Jowhar,,Jowhar,2.7797,45.5042,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, an IED planted by suspected Al Shabaab exploded, targeting government security forces (SNA) vehicle along the main road in Jowhar town (Jowhar, Middle Shabelle). 1 civilian bystander was injured.",0,,1774318961
SOM55406,11-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Special Forces,Military Forces of Somalia (2022-) Jubaland Security Force,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Kamsuuma,0.2494,42.7751,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, government security forces (Danab) and Jubaland security forces clashed with Al Shabaab near Kamsuuma village (Jamaame, Lower Juba). Casualties unknown.",0,,1774318961
SOM55407,11-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Special Forces,Military Forces of Somalia (2022-) Jubaland Security Force,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Kobon,0.0356,42.7091,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, government security forces (Danab) and Jubaland security forces clashed with Al Shabaab near Kobon village (Jamaame, Lower Juba). Casualties unknown.",0,,1774318961
SOM55408,11-February-2026,2026,1,Political violence,Battles,Armed clash,Darod-Marehan-Reer-Aw Hassan Sub-Clan Militia (Somalia),,4,Rahanweyn-Mirifle-Maalim Weyne Sub-Clan Militia (Somalia),,4,44,,706,Eastern Africa,Somalia,Gedo,Luuq,,Luuq,3.8,42.5446,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, two local clan militias (likely Darod Marehan Reer Aw Hassan sub-clan militia and Rahanweyn Moalim Weyne sub-clan militia due to similar incidents involving the groups) clashed on the outskirts of Luuq town (Luuq, Gedo). There were no casualties.",0,,1774318961
SOM55409,11-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Special Forces,Military Forces of Somalia (2022-) Jubaland Security Force,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Juba,Jamaame,,Malayle,-0.0016,42.6609,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, government security forces (Danab) and Jubaland security forces clashed with Al Shabaab near Malayle village (Jamaame, Lower Juba). Casualties unknown.",0,,1774318961
SOM55410,11-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Special Forces,Hawiye-Hawadle Sub-Clan Militia (Somalia),1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Hiraan,Bulo Burto,,Maxaas,4.3934,46.0882,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, government security forces (Danab) and Hawiye-Hawadle sub-clan militia clashed with Al Shabaab in Suulnaaye and Xawaal Sheekh area near Maxaas town (Bulo Burto, Hiraan). 2 militants were killed.",2,,1774318961
SOM55411,11-February-2026,2026,1,Political violence,Riots,Mob violence,Rioters (Somalia),Vigilante Group (Somalia),5,Civilians (Somalia),,7,57,Civilian targeting,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Daynile,2.0576,45.2853,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, a mob of locals beat two youth gangs members operating in the Taalada Daynile area in Mogadishu - Daynile (Banadir), stealing mobile phones and stabbing civilians. Extent of injuries unknown.",0,crowd size=no report,1774318961
SOM55412,11-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-),,1,Military Forces of Somalia (2022-),,1,11,,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Yaqshid,2.0678,45.35,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, 2 groups of government security forces (SNA) clashed with Fagah junction road neighborhood in Mogadishu - Yaqshid (Banadir). The motive was due to unknown dispute. 2 soldiers and 1 civilian bystander were injured.",0,,1774318961
SOM55413,11-February-2026,2026,1,Demonstrations,Protests,Peaceful protest,Protesters (Somalia),,6,,,0,60,,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Yaqshid,2.0678,45.35,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, residents protested in the Suuqa-Xoolaha area in Mogadishu - Yaqshid (Banadir) against land eviction.",0,crowd size=no report,1774318961
SOM55414,11-February-2026,2026,1,Strategic developments,Strategic developments,Agreement,Dir-Gadabuursi Bahabarmuse Sub-Clan Militia (Somalia),,4,Dir-Issa Mamasaan Sub-Clan Militia (Somalia),,4,44,,706,Eastern Africa,Somalia,Awdal,Baki,,Osoli,10.4376,43.7054,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, Dir-Gadabuursi Bahabarmuse Sub-Clan Militia and Dir-Issa Mamasaan Sub-Clan Militia held talks in Osoli village (Baki, Awdal). No agreement was reached. Clan militias were still regrouping in the village.",0,,1774318961
SOM55415,11-February-2026,2026,1,Political violence,Battles,Armed clash,Al Shabaab,,2,Military Forces of Somalia (2022-),,1,12,,706,Eastern Africa,Somalia,Lower Shabelle,Qoryooley,,Qoryooley,1.7878,44.53,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, Al Shabaab clashed with government security forces (SNA) at a checkpoint in Qoryooley town (Qoryooley, Lower Shabelle). Al Shabaab claimed to have killed at least 2 soldiers, and others were injured.",2,,1774318961
SOM55416,11-February-2026,2026,1,Political violence,Battles,Armed clash,Darod-Majeerteen Sub-Clan Militia (Somalia),,4,Darod-Harti-Leelkayse Sub-Clan Militia (Somalia),,4,44,,706,Eastern Africa,Somalia,Mudug,Gaalkacyo,,Roox,7.2105,47.4313,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, Darod Majeerten Abdale Ibrahim clan militia and Darod Leelkase-Fiqi Ismail clan militia clashed on the outskirts of Roox village (Gaalkacyo, Mudug) after a militia from Majeerteen had killed a clan elder in the village the day before (coded separately). Casualties unknown.",0,,1774318961
SOM55461,11-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Jubaland Intelligence and Security Agency,Military Forces of Somalia (2022-) Jubaland Security Force,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Badhaadhe,-1.03,41.483,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, for the first day, Jubaland Intelligence and Security Agency (JISA) and Jubaland security forces clashed with Al Shabaab in Badda-madaw area near Badhaadhe town (Badhaadhe, Lower Juba). There were no casualties. The clash continued the following day (coded separately).",0,,1774318961
SOM55462,11-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-) Jubaland Intelligence and Security Agency,Military Forces of Somalia (2022-) Jubaland Security Force,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Lower Juba,Badhaadhe,,Hoja Wajeer,-1.2408,41.5395,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 11 February 2026, for the first day, Jubaland Intelligence and Security Agency (JISA) and Jubaland security forces clashed with Al Shabaab in the vicinity of Lagat Hoja Wajeer area (Badhaadhe, Lower Juba). There were no casualties. The clash continued the following day (coded separately).",0,,1774318961
SOM55417,12-February-2026,2026,1,Political violence,Battles,Armed clash,Military Forces of Somalia (2022-),Military Forces of Somalia (2022-) Special Forces,1,Al Shabaab,,2,12,,706,Eastern Africa,Somalia,Middle Shabelle,Balcad,,Balcad,2.3468,45.3902,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 12 February 2026, government security forces (SNA/Gorgor) clashed with an Al Shabaab hideout in Gaarlawe village and Gaalka Umar village near Balcad town (Balcad, Middle Shabelle). There were no casualties.",0,,1774318961
SOM55418,12-February-2026,2026,1,Strategic developments,Strategic developments,Change to group/activity,Al Shabaab,,2,,,0,20,,706,Eastern Africa,Somalia,Middle Shabelle,Balcad,,Balcad,2.3468,45.3902,2,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"Movement of forces: On 12 February 2026, Al Shabaab were observed regrouping in Bula Bajiino village near Balcad town (Balcad, Middle Shabelle).",0,,1774318961
SOM55419,12-February-2026,2026,1,Political violence,Violence against civilians,Attack,Military Forces of Somalia (2022-) National Intelligence and Security Agency,,1,Civilians (Somalia),Taxi Drivers (Somalia),7,17,Civilian targeting,706,Eastern Africa,Somalia,Banadir,Banadir,,Mogadishu - Hodan,2.0376,45.3058,1,REDACTED IN SAMPLE,REDACTED IN SAMPLE,"On 12 February 2026, undercover government security forces (NISA) shot and killed a Bajaj driver in Mogadishu - Hodan (Banadir). The officers attempted to extort the driver. They shot him after his speed-off.",1,,1774318961
